HomeValue,AwayValue,HomePtsSeas,AwayPtsSeas,HomePtsLast,AwayPtsLast,HomePtsHome,AwayPtsAway,HomeGoalsSeas,AwayGoalsSeas,HomeGoalsLast,AwayGoalsLast,HomeGoalsHome,AwayGoalsAway,HomeGoalsExpected,AwayGoalsExpected,HomeGoalsConcSeas,AwayGoalsConcSeas,HomeGoalsConcLast,AwayGoalsConcLast,HomeGoalsConcHome,AwayGoalsConcAway,HomeGoalsExpectedConc,AwayGoalsExpectedConc,HomeGoalsExpectedVsTeam,AwayGoalsExpectedVsTeam,HomeTotalShots,AwayTotalShots,HomeShotsTarget,AwayShotsTarget,HomeTotalShotsAgst,AwayTotalShotsAgst,HomeShotsTargetAgst,AwayShotsTargetAgst,HomeTotalShotsVsTeam,AwayTotalShotsVsTeam,HomeShotsTargetVsTeam,AwayShotsTargetVsTeam,HomePossession,AwayPossession,HomeExpectedWin,AwayExpectedWin,HomeTrend,AwayTrend,HomeWeightedPoints,AwayWeightedPoints,ChanceCreationHome,ChanceCreationAway,ShotsAccuracyHome,ShotsAccuracyAway,ScoringRateHome,ScoringRateAway,KeeperStrengthHome,KeeperStrengthAway,Round,Winner,Over2.5
0.0105,0.0874,0.09,0.2,0,0.3,0.12,0.24,0.08,0.17,0.07,0.2,0.12,0.2,0.09,0.19,0.13,0.09,0.17,0.07,0.12,0.08,0.14,0.08,0.08,0.16,0.1,0.16,0.03,0.06,0.14,0.1,0.04,0.03,0.1,0.15,0.03,0.05,0.4,0.56,0.44,0.37,-0.03,0.03,0.0152,0.0852,0.041,0.035,0.033,0.028,0.037,0.033,0.107,0.109,0.11,A,TRUE
0.0899,0.0266,0.17,0.12,0.2,0.13,0.22,0.12,0.19,0.08,0.27,0.07,0.18,0.08,0.21,0.07,0.16,0.1,0.17,0.07,0.02,0.08,0.11,0.08,0.15,0.09,0.17,0.12,0.06,0.04,0.07,0.13,0.03,0.05,0.15,0.1,0.05,0.03,0.61,0.52,0.36,0.35,0.02,-0.01,0.051,0.0205,0.036,0.044,0.027,0.031,0.032,0.047,0.048,0.13,0.11,H,TRUE
0.0333,0.1006,0.12,0.28,0.23,0.3,0.14,0.3,0.14,0.34,0.2,0.3,0.16,0.28,0.17,0.31,0.14,0.06,0.1,0.1,0.12,0.06,0.12,0.07,0.12,0.22,0.11,0.17,0.04,0.07,0.13,0.06,0.04,0.02,0.09,0.15,0.03,0.06,0.48,0.72,0.27,0.49,0,0.09,0.0218,0.0933,0.042,0.042,0.028,0.025,0.028,0.02,0.088,0.095,0.11,A,FALSE
0.0215,0.0435,0.04,0.1,0.03,0.1,0.08,0.04,0.04,0.09,0.07,0.17,0.08,0.04,0.06,0.1,0.2,0.2,0.13,0.3,0.18,0.2,0.17,0.23,0.15,0.14,0.12,0.09,0.04,0.03,0.12,0.14,0.05,0.05,0.13,0.11,0.04,0.04,0.45,0.46,0.54,0.37,-0.01,0.01,0.0264,0.0228,0.036,0.048,0.032,0.029,0.107,0.036,0.062,0.071,0.11,D,TRUE
0.0082,0.0147,0.17,0.07,0.2,0,0.16,0.1,0.09,0.06,0.07,0.07,0.06,0.06,0.07,0.06,0.08,0.12,0.1,0.17,0.04,0.06,0.07,0.12,0.09,0.07,0.1,0.09,0.03,0.03,0.15,0.14,0.04,0.05,0.12,0.12,0.04,0.04,0.44,0.45,0.33,0.26,0.02,-0.03,0.0724,0.0173,0.044,0.051,0.029,0.031,0.038,0.045,0.183,0.12,0.11,H,FALSE
0.0164,0.0051,0.09,0.14,0.2,0.2,0.08,0.08,0.06,0.07,0.1,0.1,0.06,0.06,0.07,0.08,0.13,0.12,0.07,0.13,0.12,0.14,0.1,0.13,0.1,0.09,0.12,0.1,0.04,0.03,0.14,0.12,0.05,0.04,0.12,0.12,0.04,0.04,0.48,0.46,0.38,0.4,0.01,0.01,0.0136,0.043,0.039,0.048,0.029,0.033,0.065,0.039,0.114,0.098,0.11,H,TRUE
0.0559,0.0834,0.17,0.21,0.2,0.2,0.3,0.24,0.18,0.18,0.27,0.17,0.26,0.24,0.24,0.2,0.14,0.06,0.2,0.07,0.08,0.06,0.14,0.06,0.15,0.17,0.16,0.16,0.06,0.06,0.11,0.09,0.04,0.03,0.12,0.14,0.05,0.05,0.62,0.62,0.37,0.38,-0.01,0.01,0.0419,0.0628,0.04,0.038,0.025,0.029,0.035,0.031,0.077,0.146,0.11,H,FALSE
0.0051,0.1006,0.12,0.28,0.1,0.3,0.18,0.3,0.07,0.33,0.03,0.27,0.08,0.27,0.06,0.29,0.14,0.06,0.23,0.1,0.1,0.05,0.16,0.07,0.07,0.22,0.1,0.17,0.03,0.07,0.12,0.06,0.04,0.02,0.08,0.14,0.03,0.06,0.46,0.72,0.4,0.49,-0.01,0.1,0.0394,0.0938,0.048,0.042,0.033,0.025,0.043,0.02,0.081,0.105,0.12,A,TRUE
0.0082,0.0559,0.18,0.18,0.3,0.2,0.18,0.07,0.1,0.18,0.13,0.17,0.08,0.12,0.11,0.16,0.08,0.13,0,0.13,0.03,0.2,0.04,0.16,0.13,0.1,0.1,0.16,0.03,0.06,0.15,0.11,0.04,0.04,0.11,0.15,0.04,0.05,0.44,0.62,0.33,0.37,0.03,0.01,0.0701,0.0593,0.044,0.04,0.029,0.025,0.035,0.035,0.2,0.084,0.12,A,FALSE
0.0266,0.0435,0.11,0.1,0.03,0.13,0.11,0.05,0.08,0.1,0.03,0.17,0.09,0.07,0.06,0.11,0.12,0.2,0.17,0.2,0.11,0.2,0.13,0.2,0.13,0.12,0.12,0.09,0.04,0.03,0.13,0.14,0.05,0.05,0.13,0.11,0.04,0.04,0.52,0.46,0.35,0.37,-0.02,0,0.0188,0.0227,0.044,0.048,0.031,0.029,0.051,0.033,0.111,0.071,0.12,H,TRUE
0.0899,0.0874,0.18,0.21,0.3,0.3,0.23,0.25,0.2,0.19,0.33,0.2,0.2,0.23,0.24,0.21,0.14,0.08,0.03,0,0.02,0.07,0.06,0.05,0.15,0.14,0.17,0.16,0.06,0.06,0.07,0.1,0.03,0.03,0.13,0.12,0.05,0.04,0.61,0.56,0.36,0.37,0.03,0.04,0.0534,0.0807,0.036,0.035,0.027,0.028,0.031,0.03,0.052,0.12,0.12,D,FALSE
0.0834,0.0105,0.19,0.08,0.1,0,0.18,0.07,0.17,0.08,0.03,0.07,0.13,0.05,0.11,0.06,0.08,0.15,0.1,0.27,0.07,0.13,0.08,0.18,0.15,0.07,0.16,0.1,0.06,0.03,0.09,0.14,0.03,0.04,0.15,0.1,0.05,0.03,0.62,0.4,0.38,0.44,-0.01,-0.04,0.0576,0.014,0.038,0.041,0.029,0.033,0.034,0.04,0.125,0.091,0.12,D,FALSE
0.0147,0.0164,0.07,0.11,0,0.2,0.05,0.1,0.06,0.09,0.03,0.17,0.07,0.07,0.05,0.11,0.12,0.12,0.17,0.03,0.17,0.13,0.15,0.09,0.07,0.13,0.09,0.12,0.03,0.04,0.14,0.14,0.05,0.05,0.12,0.13,0.04,0.05,0.45,0.48,0.26,0.38,-0.04,0.02,0.0158,0.0138,0.051,0.039,0.031,0.029,0.049,0.045,0.113,0.123,0.12,D,FALSE
0.0176,0.0165,0.12,0.15,0,0.1,0.17,0.17,0.09,0.16,0.03,0.13,0.12,0.2,0.08,0.16,0.12,0.18,0.2,0.13,0.08,0.17,0.13,0.16,0.12,0.15,0.12,0.12,0.04,0.04,0.13,0.11,0.04,0.04,0.11,0.12,0.04,0.04,0.42,0.5,0.35,0.27,-0.03,0.01,0.0297,0.0444,0.035,0.043,0.03,0.032,0.043,0.023,0.108,0.062,0.12,A,TRUE
0.0855,0.0061,0.22,0.13,0.2,0.17,0.3,0.12,0.22,0.11,0.17,0.13,0.32,0.08,0.24,0.11,0.05,0.11,0.07,0.1,0.02,0.1,0.04,0.1,0.17,0.08,0.13,0.1,0.05,0.03,0.11,0.14,0.04,0.05,0.14,0.11,0.05,0.04,0.55,0.44,0.37,0.38,0.01,0,0.0761,0.0263,0.041,0.044,0.029,0.032,0.021,0.029,0.229,0.132,0.12,H,FALSE
0.0215,0.0152,0.04,0.11,0.07,0.17,0.08,0.08,0.05,0.12,0.13,0.17,0.1,0.12,0.09,0.14,0.2,0.2,0.17,0.13,0.18,0.22,0.18,0.18,0.14,0.16,0.12,0.1,0.04,0.03,0.12,0.15,0.05,0.06,0.14,0.11,0.05,0.04,0.45,0.41,0.54,0.36,0,0,0.0279,0.036,0.036,0.041,0.032,0.029,0.077,0.028,0.062,0.076,0.12,H,TRUE
0.0286,0.0333,0.08,0.11,0.03,0.13,0.12,0.1,0.09,0.13,0.1,0.13,0.12,0.13,0.1,0.13,0.21,0.15,0.27,0.13,0.2,0.17,0.22,0.15,0.13,0.18,0.1,0.11,0.04,0.04,0.15,0.13,0.05,0.04,0.11,0.13,0.04,0.04,0.45,0.48,0.45,0.27,-0.02,-0.01,0.0083,0.02,0.046,0.042,0.028,0.028,0.038,0.03,0.071,0.085,0.12,D,FALSE
0.0152,0.0899,0.1,0.18,0.07,0.23,0.13,0.13,0.12,0.19,0.17,0.27,0.13,0.2,0.14,0.22,0.2,0.14,0.2,0.07,0.18,0.27,0.19,0.16,0.15,0.21,0.1,0.17,0.03,0.06,0.15,0.07,0.06,0.03,0.09,0.16,0.03,0.06,0.41,0.61,0.36,0.36,-0.01,0,0.0333,0.056,0.041,0.036,0.029,0.027,0.028,0.032,0.076,0.054,0.13,A,TRUE
0.1006,0.0266,0.28,0.12,0.3,0.1,0.27,0.1,0.32,0.1,0.23,0.13,0.4,0.06,0.32,0.1,0.06,0.12,0.07,0.17,0.07,0.12,0.07,0.13,0.23,0.08,0.17,0.12,0.07,0.04,0.06,0.13,0.02,0.05,0.15,0.09,0.06,0.03,0.72,0.52,0.49,0.35,0.11,0.01,0.0878,0.0274,0.042,0.044,0.025,0.031,0.021,0.038,0.099,0.113,0.13,H,TRUE
0.0435,0.0286,0.09,0.08,0.13,0.03,0.15,0.04,0.1,0.09,0.2,0.07,0.13,0.07,0.14,0.08,0.22,0.2,0.27,0.23,0.2,0.21,0.23,0.22,0.18,0.15,0.09,0.1,0.03,0.04,0.14,0.15,0.05,0.05,0.12,0.12,0.04,0.04,0.46,0.45,0.37,0.45,-0.01,0,0.021,0.0102,0.048,0.046,0.029,0.028,0.033,0.038,0.066,0.074,0.13,H,TRUE
0.0874,0.0147,0.2,0.07,0.23,0.03,0.17,0.08,0.18,0.05,0.2,0,0.15,0.05,0.18,0.03,0.08,0.12,0.03,0.1,0.1,0.08,0.07,0.1,0.14,0.05,0.16,0.09,0.06,0.03,0.1,0.14,0.03,0.05,0.15,0.09,0.05,0.03,0.56,0.45,0.37,0.26,0,0,0.0814,0.0159,0.035,0.051,0.028,0.031,0.031,0.053,0.117,0.123,0.13,H,FALSE
0.0164,0.0082,0.11,0.17,0.23,0.2,0.12,0.18,0.08,0.09,0.17,0.1,0.12,0.12,0.12,0.1,0.11,0.08,0,0.03,0.1,0.12,0.07,0.08,0.1,0.09,0.12,0.1,0.04,0.03,0.14,0.15,0.05,0.04,0.14,0.12,0.04,0.04,0.48,0.44,0.38,0.33,0,-0.01,0.0138,0.0647,0.039,0.044,0.029,0.029,0.049,0.038,0.134,0.195,0.13,A,TRUE
0.0559,0.0051,0.19,0.12,0.2,0.1,0.3,0.07,0.18,0.07,0.13,0.07,0.25,0.05,0.19,0.06,0.12,0.15,0.1,0.2,0.07,0.18,0.1,0.18,0.18,0.08,0.16,0.1,0.06,0.03,0.11,0.12,0.04,0.04,0.14,0.1,0.05,0.03,0.62,0.46,0.37,0.4,0.02,-0.02,0.0566,0.0364,0.04,0.048,0.025,0.033,0.036,0.042,0.09,0.079,0.13,H,TRUE
0.0105,0.0176,0.08,0.11,0.03,0,0.1,0.07,0.08,0.08,0.03,0.03,0.1,0.07,0.07,0.06,0.15,0.13,0.2,0.27,0.17,0.15,0.17,0.18,0.13,0.12,0.1,0.12,0.03,0.04,0.14,0.13,0.04,0.04,0.11,0.13,0.04,0.04,0.4,0.42,0.44,0.35,0,-0.04,0.0193,0.0274,0.041,0.035,0.033,0.03,0.039,0.046,0.093,0.096,0.13,D,TRUE
0.0165,0.0855,0.16,0.22,0.2,0.2,0.13,0.13,0.17,0.22,0.23,0.17,0.12,0.13,0.17,0.17,0.16,0.05,0.1,0.07,0.18,0.08,0.15,0.07,0.12,0.16,0.12,0.13,0.04,0.05,0.11,0.11,0.04,0.04,0.12,0.12,0.04,0.04,0.5,0.55,0.27,0.37,0.02,0.02,0.0451,0.0716,0.043,0.041,0.032,0.029,0.021,0.022,0.067,0.249,0.13,A,TRUE
0.0333,0.0834,0.11,0.18,0.07,0.13,0.12,0.2,0.13,0.16,0.1,0.07,0.13,0.2,0.12,0.14,0.15,0.08,0.17,0.1,0.13,0.08,0.15,0.09,0.1,0.15,0.11,0.16,0.04,0.06,0.13,0.09,0.04,0.03,0.1,0.15,0.04,0.05,0.48,0.62,0.27,0.38,0,0,0.0207,0.0539,0.042,0.038,0.028,0.029,0.031,0.035,0.088,0.122,0.13,H,TRUE
0.0061,0.0215,0.12,0.06,0.13,0.13,0.15,0,0.1,0.06,0.1,0.13,0.13,0,0.11,0.06,0.11,0.19,0.1,0.13,0.12,0.22,0.11,0.18,0.15,0.09,0.1,0.12,0.03,0.04,0.14,0.12,0.05,0.05,0.11,0.13,0.04,0.04,0.44,0.45,0.38,0.54,-0.01,0.01,0.0243,0.0292,0.044,0.036,0.032,0.032,0.031,0.062,0.132,0.065,0.13,D,FALSE
0.1006,0.0286,0.29,0.07,0.3,0.03,0.27,0.04,0.31,0.09,0.2,0.03,0.37,0.06,0.3,0.06,0.06,0.21,0.07,0.23,0.07,0.24,0.07,0.23,0.26,0.06,0.17,0.1,0.07,0.04,0.06,0.15,0.02,0.05,0.16,0.08,0.06,0.03,0.72,0.45,0.49,0.45,0.12,-0.01,0.0872,0.0095,0.042,0.046,0.025,0.028,0.022,0.041,0.095,0.069,0.14,H,TRUE
0.0164,0.0266,0.1,0.11,0.13,0.1,0.1,0.08,0.09,0.1,0.17,0.17,0.11,0.07,0.12,0.11,0.11,0.12,0.07,0.2,0.11,0.13,0.1,0.15,0.14,0.1,0.12,0.12,0.04,0.04,0.14,0.13,0.05,0.05,0.13,0.13,0.04,0.04,0.48,0.52,0.38,0.35,-0.01,-0.01,0.0129,0.0254,0.039,0.044,0.029,0.031,0.048,0.038,0.126,0.107,0.14,D,FALSE
0.0559,0.0855,0.2,0.23,0.3,0.3,0.3,0.16,0.2,0.23,0.27,0.3,0.29,0.17,0.25,0.23,0.11,0.06,0,0.1,0.06,0.1,0.06,0.09,0.17,0.15,0.16,0.13,0.06,0.05,0.11,0.11,0.04,0.04,0.14,0.12,0.05,0.04,0.62,0.55,0.37,0.37,0.03,0.03,0.0536,0.07,0.04,0.041,0.025,0.029,0.032,0.02,0.098,0.201,0.14,A,TRUE
0.0105,0.0215,0.09,0.06,0.07,0.17,0.1,0.01,0.09,0.06,0.1,0.13,0.11,0,0.1,0.06,0.15,0.18,0.23,0.1,0.17,0.19,0.18,0.16,0.13,0.12,0.1,0.12,0.03,0.04,0.14,0.12,0.04,0.05,0.11,0.13,0.04,0.04,0.4,0.45,0.44,0.54,0,0,0.0192,0.0276,0.041,0.036,0.033,0.032,0.035,0.067,0.091,0.069,0.14,D,FALSE
0.0165,0.0834,0.15,0.17,0.2,0.03,0.11,0.17,0.17,0.16,0.23,0.07,0.13,0.19,0.18,0.14,0.18,0.09,0.13,0.17,0.21,0.1,0.18,0.12,0.15,0.16,0.12,0.16,0.04,0.06,0.11,0.09,0.04,0.03,0.1,0.14,0.03,0.05,0.5,0.62,0.27,0.38,-0.01,-0.01,0.0418,0.0501,0.043,0.038,0.032,0.029,0.021,0.036,0.061,0.109,0.14,D,FALSE
0.0152,0.0147,0.09,0.06,0.03,0.03,0.11,0.07,0.11,0.05,0.1,0,0.11,0.04,0.11,0.03,0.21,0.11,0.23,0.1,0.2,0.09,0.21,0.1,0.1,0.12,0.1,0.09,0.03,0.03,0.15,0.14,0.06,0.05,0.12,0.12,0.04,0.04,0.41,0.45,0.36,0.26,-0.02,-0.01,0.0309,0.0147,0.041,0.051,0.029,0.031,0.03,0.057,0.074,0.124,0.14,H,TRUE
0.0333,0.0082,0.12,0.18,0.13,0.2,0.14,0.2,0.14,0.1,0.1,0.13,0.14,0.13,0.13,0.12,0.14,0.08,0.13,0.07,0.13,0.11,0.13,0.09,0.11,0.13,0.11,0.1,0.04,0.03,0.13,0.15,0.04,0.04,0.13,0.11,0.04,0.04,0.48,0.44,0.27,0.33,0.01,0.01,0.0371,0.0636,0.042,0.044,0.028,0.029,0.029,0.035,0.09,0.19,0.14,H,FALSE
0.0435,0.0051,0.11,0.11,0.13,0,0.17,0.06,0.12,0.06,0.23,0.03,0.17,0.04,0.18,0.05,0.2,0.17,0.2,0.37,0.17,0.23,0.19,0.26,0.22,0.12,0.09,0.1,0.03,0.03,0.14,0.12,0.05,0.04,0.1,0.12,0.04,0.04,0.46,0.46,0.37,0.4,0.01,-0.03,0.0256,0.0338,0.048,0.048,0.029,0.033,0.027,0.045,0.071,0.068,0.14,H,FALSE
0.0061,0.0899,0.12,0.19,0.07,0.23,0.14,0.16,0.09,0.2,0.07,0.23,0.11,0.21,0.09,0.22,0.1,0.13,0.1,0.03,0.1,0.23,0.1,0.13,0.11,0.16,0.1,0.17,0.03,0.06,0.14,0.07,0.05,0.03,0.09,0.16,0.03,0.05,0.44,0.61,0.38,0.36,0,0.01,0.0241,0.0553,0.044,0.036,0.032,0.027,0.033,0.031,0.142,0.058,0.14,A,TRUE
0.0874,0.0176,0.21,0.11,0.23,0.03,0.19,0.07,0.18,0.09,0.2,0.1,0.14,0.09,0.17,0.09,0.08,0.14,0.03,0.3,0.09,0.16,0.07,0.2,0.19,0.08,0.16,0.12,0.06,0.04,0.1,0.13,0.03,0.04,0.14,0.11,0.05,0.04,0.56,0.42,0.37,0.35,0.01,0,0.0788,0.0262,0.035,0.035,0.028,0.03,0.032,0.042,0.126,0.092,0.14,H,TRUE
0.0855,0.1006,0.23,0.29,0.3,0.3,0.3,0.3,0.23,0.31,0.27,0.2,0.29,0.26,0.26,0.25,0.06,0.07,0.1,0.1,0.01,0.06,0.06,0.07,0.17,0.16,0.13,0.17,0.05,0.07,0.11,0.06,0.04,0.02,0.1,0.14,0.03,0.05,0.55,0.72,0.37,0.49,0.04,0.13,0.0765,0.0871,0.041,0.042,0.029,0.025,0.02,0.022,0.191,0.091,0.15,A,TRUE
0.0899,0.0435,0.19,0.12,0.23,0.2,0.21,0.04,0.22,0.13,0.3,0.23,0.19,0.07,0.24,0.14,0.13,0.19,0.07,0.13,0.03,0.23,0.07,0.18,0.21,0.11,0.17,0.09,0.06,0.03,0.07,0.14,0.03,0.05,0.16,0.08,0.05,0.03,0.61,0.46,0.36,0.37,0.02,0.02,0.0528,0.0249,0.036,0.048,0.027,0.029,0.028,0.026,0.058,0.076,0.15,D,FALSE
0.0266,0.0559,0.11,0.19,0.13,0.2,0.14,0.1,0.1,0.19,0.2,0.23,0.12,0.11,0.14,0.18,0.12,0.13,0.13,0.1,0.11,0.17,0.12,0.13,0.14,0.15,0.12,0.16,0.04,0.06,0.13,0.11,0.05,0.04,0.11,0.14,0.04,0.05,0.52,0.62,0.35,0.37,0,-0.01,0.0248,0.0501,0.044,0.04,0.031,0.025,0.038,0.033,0.108,0.088,0.15,D,FALSE
0.0176,0.0333,0.1,0.13,0.03,0.23,0.14,0.1,0.09,0.13,0.1,0.13,0.1,0.13,0.1,0.13,0.15,0.13,0.27,0.07,0.11,0.16,0.18,0.12,0.11,0.15,0.12,0.11,0.04,0.04,0.13,0.13,0.04,0.04,0.12,0.12,0.04,0.04,0.42,0.48,0.35,0.27,-0.01,0.02,0.0245,0.0362,0.035,0.042,0.03,0.028,0.042,0.03,0.086,0.096,0.15,A,TRUE
0.0834,0.0152,0.17,0.11,0.07,0.1,0.17,0.07,0.15,0.12,0.1,0.1,0.13,0.11,0.13,0.11,0.09,0.2,0.13,0.2,0.07,0.21,0.1,0.2,0.17,0.1,0.16,0.1,0.06,0.03,0.09,0.15,0.03,0.06,0.16,0.1,0.06,0.03,0.62,0.41,0.38,0.36,0,0.01,0.0478,0.0318,0.038,0.041,0.029,0.029,0.037,0.029,0.108,0.076,0.15,H,TRUE
0.0147,0.0105,0.06,0.09,0.03,0.1,0.06,0.07,0.05,0.08,0.03,0.1,0.06,0.06,0.05,0.08,0.12,0.14,0.1,0.1,0.14,0.13,0.12,0.12,0.09,0.1,0.09,0.1,0.03,0.03,0.14,0.14,0.05,0.04,0.11,0.12,0.04,0.04,0.45,0.4,0.26,0.44,-0.02,0,0.0137,0.0193,0.051,0.041,0.031,0.033,0.054,0.038,0.118,0.097,0.15,H,FALSE
0.0051,0.0061,0.1,0.11,0,0.03,0.16,0.1,0.06,0.09,0.03,0.03,0.09,0.07,0.06,0.07,0.17,0.13,0.3,0.2,0.11,0.1,0.2,0.14,0.1,0.13,0.1,0.1,0.03,0.03,0.12,0.14,0.04,0.05,0.12,0.11,0.04,0.04,0.46,0.44,0.4,0.38,-0.04,-0.01,0.0316,0.0225,0.048,0.044,0.033,0.032,0.048,0.033,0.067,0.112,0.15,H,FALSE
0.0215,0.0164,0.07,0.1,0.17,0.07,0.11,0.1,0.05,0.09,0.07,0.07,0.11,0.06,0.08,0.07,0.17,0.11,0.03,0.1,0.17,0.11,0.12,0.11,0.09,0.1,0.12,0.12,0.04,0.04,0.12,0.14,0.05,0.05,0.13,0.12,0.04,0.04,0.45,0.48,0.54,0.38,0,0,0.0264,0.0138,0.036,0.039,0.032,0.029,0.072,0.048,0.074,0.128,0.15,D,TRUE
0.0082,0.0165,0.17,0.15,0.1,0.13,0.16,0.19,0.09,0.17,0.07,0.2,0.07,0.21,0.08,0.19,0.08,0.17,0.1,0.17,0.04,0.14,0.07,0.16,0.12,0.13,0.1,0.12,0.03,0.04,0.15,0.11,0.04,0.04,0.1,0.13,0.04,0.04,0.44,0.5,0.33,0.27,-0.01,0,0.0593,0.0446,0.044,0.043,0.029,0.032,0.037,0.021,0.188,0.063,0.15,H,FALSE
0.0286,0.0874,0.07,0.21,0.03,0.23,0.12,0.23,0.09,0.19,0.07,0.17,0.12,0.21,0.09,0.19,0.21,0.08,0.23,0.07,0.18,0.07,0.21,0.07,0.08,0.2,0.1,0.16,0.04,0.06,0.15,0.1,0.05,0.03,0.1,0.15,0.03,0.05,0.45,0.56,0.45,0.37,-0.02,0.02,0.0089,0.077,0.046,0.035,0.028,0.028,0.04,0.031,0.07,0.124,0.15,H,FALSE
0.0286,0.0559,0.08,0.18,0.1,0.13,0.14,0.1,0.09,0.19,0.07,0.23,0.11,0.11,0.09,0.18,0.2,0.12,0.2,0.13,0.16,0.16,0.19,0.14,0.11,0.18,0.1,0.16,0.04,0.06,0.15,0.11,0.05,0.04,0.1,0.15,0.04,0.06,0.45,0.62,0.45,0.37,0.01,0,0.0247,0.0486,0.046,0.04,0.028,0.025,0.04,0.034,0.074,0.089,0.16,D,FALSE
0.0834,0.0061,0.18,0.11,0.13,0.03,0.19,0.09,0.18,0.09,0.23,0.03,0.18,0.06,0.19,0.06,0.09,0.13,0.13,0.23,0.08,0.11,0.1,0.16,0.18,0.08,0.16,0.1,0.06,0.03,0.09,0.14,0.03,0.05,0.15,0.1,0.05,0.03,0.62,0.44,0.38,0.38,0.01,-0.02,0.0477,0.0211,0.038,0.044,0.029,0.032,0.032,0.035,0.106,0.109,0.16,H,FALSE
0.0855,0.0164,0.22,0.1,0.2,0.07,0.26,0.1,0.22,0.09,0.27,0.13,0.26,0.08,0.25,0.1,0.07,0.12,0.17,0.17,0.04,0.12,0.09,0.14,0.19,0.1,0.13,0.12,0.05,0.04,0.11,0.14,0.04,0.05,0.14,0.12,0.05,0.04,0.55,0.48,0.37,0.38,-0.01,0,0.0718,0.0143,0.041,0.039,0.029,0.029,0.021,0.044,0.166,0.121,0.16,H,FALSE
0.0899,0.0105,0.19,0.08,0.23,0.07,0.2,0.06,0.21,0.08,0.3,0.07,0.18,0.05,0.23,0.06,0.12,0.14,0.07,0.1,0.04,0.12,0.08,0.12,0.18,0.07,0.17,0.1,0.06,0.03,0.07,0.14,0.03,0.04,0.15,0.09,0.05,0.03,0.61,0.4,0.36,0.44,0,-0.01,0.0522,0.0181,0.036,0.041,0.027,0.033,0.029,0.04,0.059,0.098,0.16,D,FALSE
0.0147,0.1006,0.08,0.29,0.1,0.3,0.09,0.3,0.06,0.3,0.07,0.2,0.06,0.25,0.06,0.25,0.11,0.07,0.1,0.1,0.12,0.06,0.11,0.08,0.07,0.18,0.09,0.17,0.03,0.07,0.14,0.06,0.05,0.02,0.08,0.16,0.03,0.06,0.45,0.72,0.26,0.49,0.01,0.14,0.0149,0.0977,0.051,0.042,0.031,0.025,0.051,0.023,0.127,0.089,0.16,A,TRUE
0.0266,0.0333,0.11,0.14,0.07,0.3,0.13,0.12,0.1,0.14,0.1,0.2,0.12,0.15,0.11,0.16,0.12,0.14,0.13,0.1,0.11,0.16,0.12,0.13,0.12,0.14,0.12,0.11,0.04,0.04,0.13,0.13,0.05,0.04,0.12,0.12,0.04,0.04,0.52,0.48,0.35,0.27,0,0.03,0.0268,0.0373,0.044,0.042,0.031,0.028,0.038,0.028,0.109,0.093,0.16,A,TRUE
0.0176,0.0435,0.09,0.12,0.03,0.23,0.12,0.05,0.1,0.12,0.17,0.23,0.11,0.08,0.13,0.14,0.16,0.18,0.27,0.03,0.14,0.21,0.19,0.14,0.13,0.17,0.12,0.09,0.04,0.03,0.13,0.14,0.04,0.05,0.13,0.11,0.04,0.04,0.42,0.46,0.35,0.37,-0.02,0,0.0229,0.029,0.035,0.048,0.03,0.029,0.039,0.026,0.081,0.079,0.16,A,FALSE
0.0051,0.0874,0.11,0.2,0.1,0.2,0.18,0.2,0.07,0.18,0.07,0.13,0.1,0.19,0.08,0.17,0.16,0.08,0.23,0.07,0.1,0.08,0.16,0.07,0.08,0.17,0.1,0.16,0.03,0.06,0.12,0.1,0.04,0.03,0.1,0.14,0.03,0.05,0.46,0.56,0.4,0.37,0.01,-0.01,0.0307,0.0722,0.048,0.035,0.033,0.028,0.042,0.033,0.071,0.122,0.16,A,TRUE
0.0215,0.0165,0.07,0.14,0.1,0.03,0.11,0.16,0.06,0.16,0.07,0.1,0.12,0.19,0.08,0.15,0.17,0.17,0.07,0.2,0.18,0.14,0.14,0.17,0.13,0.14,0.12,0.12,0.04,0.04,0.12,0.11,0.05,0.04,0.12,0.12,0.04,0.04,0.45,0.5,0.54,0.27,0,-0.01,0.0258,0.0418,0.036,0.043,0.032,0.032,0.062,0.023,0.074,0.064,0.16,H,TRUE
